feature_name,feature_importance,label
hijos_menores,0,3
actividades_enseanza,0,3
extranjero,0,3
diversidad_sexual,0,3
calificado_2,0,3
establecimiento,302,4
edad,187,4
nivel_educativo,9,4
estado_civil,8,4
delito_VIOLENCIAINTRAFAMILIAR,5,4
delito_FABRICACIONTRAFICOYPORTEDEARMASDEFUEGOOMUNICIONES,4,4
delito_OTRO,3,4
delito_LESIONESPERSONALES,3,4
actividades_enseanza,3,4
reconocimiento_etnico,2,4
extranjero,2,4
estado_ingreso,2,4
nacionalidad,2,4
calificado_2,1,4
delito_HOMICIDIO,1,4
delito_FABRICACINTRFICOPORTEOTENENCIADEARMASDEFUEGOACCESORIOSPARTESOMUNICIONES,1,4
actividades_trabajo,1,4
delito_TRAFICOFABRICACIONOPORTEDEESTUPEFACIENTES,0,4
delito_HURTO,0,4
agravado_2,0,4
tentativa_2,0,4
genero,0,4
delito_FABRICACIONTRAFICOYPORTEDEARMASYMUNICIONESDEUSOPRIVATIVODELASFUERZASARMADAS,0,4
delito_EXTORSION,0,4
delito_CONCIERTOPARADELINQUIR,0,4
adulto_mayor,0,4
madre_lactante,0,4
madre_gestante,0,4
hijos_menores,0,4
actividades_estudio,0,4
diversidad_sexual,0,4
discapacidad,0,4
